RecordID,AQI,PM10,PM2_5,NO2,SO2,O3,Temperature,Humidity,WindSpeed,RespiratoryCases,CardiovascularCases,HospitalAdmissions,HealthImpactScore,HealthImpactClass
501,349.080857,157.2764162,118.9936715,25.97856526,14.49929578,246.6514022,-2.607253697,87.74995522,3.856178458,9,5,3,100,0
502,268.0481832,201.2181976,194.7881167,168.1363017,18.44904119,230.5943507,-7.66621236,59.42599229,4.66950281,13,7,1,100,0
503,154.7638081,80.83183389,65.50945419,157.3919366,6.317804995,214.1079141,-0.234262971,69.99247714,11.27547547,17,3,1,100,0
504,406.8975099,83.25684147,184.6287775,131.2940788,88.84508649,248.2094614,34.68070499,24.07131728,6.425765687,14,5,3,100,0
505,342.3655863,280.0239381,53.87138364,93.23820727,93.10078096,30.1390826,22.5099023,34.73252807,16.69662862,14,9,1,100,0
506,81.30846967,217.060372,197.8148931,192.8918537,58.67703925,203.5491592,26.94284674,55.93990807,1.954784706,11,6,1,100,0
507,455.4635922,173.1560029,134.0527374,175.8063944,84.04895566,79.74817058,21.08307292,89.30290908,18.28061546,9,9,2,100,0
508,411.2686215,194.3160163,92.70229607,128.8860987,18.35711027,235.7614992,9.326964607,13.85992323,16.81105098,8,8,1,100,0
509,474.8999566,8.789832931,122.6780856,74.36019954,90.16738252,287.060628,0.84305664,55.62279636,14.77246966,11,6,0,100,0
510,362.8597542,185.4308897,54.50623381,123.6044557,50.63615596,270.446859,36.2807292,14.59109913,5.251345019,10,3,1,100,0
511,306.707598,152.852662,54.8347715,115.0881853,6.716499261,34.48566674,15.74148908,51.11404088,14.29915712,13,5,5,100,0
512,209.1215181,163.7249039,22.71090877,78.84839757,14.13127445,110.8657262,14.05499406,66.59813434,8.775395592,12,6,2,100,0
513,466.3642417,107.827148,22.81005954,61.33479434,30.89764608,109.2968272,39.80520443,77.02508723,12.67515794,5,6,2,100,0
514,433.0319448,24.44216931,69.53434829,81.40215845,4.355758035,36.68887991,9.196499419,22.46788047,6.251088344,11,3,2,100,0
515,22.60933505,58.00177008,152.5710956,114.7822812,30.9293378,29.437816,32.70626574,24.99177551,16.71715708,11,3,3,56.59450211,2
516,13.18348725,285.223414,121.5942335,85.62696894,5.993043312,115.4670405,33.11720302,52.30584295,0.811521986,9,8,1,75.50885113,1
517,188.2316834,122.6098687,20.51691207,52.71489764,23.60276052,297.6214651,1.633510518,99.82328122,13.82919493,4,1,1,100,0
518,405.2766654,140.0049467,170.447305,152.1926636,26.56697559,170.6827953,-5.258015382,42.04421521,16.57262481,11,4,3,100,0
519,493.6380647,15.81293696,120.2735254,106.2934992,99.43689764,186.5344886,38.78100579,48.47746846,12.9285623,9,3,2,100,0
520,75.20844555,11.26986886,192.1711154,13.53503265,23.55466738,141.305673,11.29484321,48.92020685,3.839835643,10,1,2,78.02881361,1
521,297.0653577,215.1544341,134.0370935,73.66330113,23.91864489,198.6991657,-9.888983899,17.26307392,5.699615596,10,4,1,100,0
522,190.4454283,161.4283992,35.03497274,176.9826914,68.67889684,286.9986242,14.95089169,79.67549308,10.29810589,6,2,2,100,0
523,484.9571989,152.6117953,94.75667246,151.0473062,85.93574785,176.6093861,20.96501819,32.7791372,6.588981385,8,5,5,100,0
524,421.0594616,72.93735913,129.6995195,64.64935679,38.70554126,19.51153792,28.80441237,73.33003512,0.098328434,20,2,4,100,0
525,419.1643524,223.4252195,5.65294021,187.6366304,87.56180199,147.8671708,37.14710591,52.7580891,0.813562249,6,6,3,100,0
526,234.3465799,50.47097373,2.982052831,15.32058167,34.01420207,297.825382,35.75853145,65.0601768,15.35536862,10,10,4,100,0
527,207.4097512,56.9804231,25.88060012,192.2469408,19.70158796,116.2208162,37.006791,14.85744728,1.674143634,9,4,4,100,0
528,136.703536,138.2136514,50.33288701,49.1410185,32.96388243,178.1643712,-8.393742587,90.0969116,18.56043711,7,6,1,88.76940169,0
529,28.18774833,85.88395863,85.9098247,1.81883606,60.93563739,31.99102903,25.58870669,31.94710925,8.854728918,8,5,4,38.9322819,3
530,432.3611881,74.23889437,97.48809475,86.7616073,36.71431593,42.35414962,1.29289814,70.30858488,15.16373277,17,4,3,100,0
531,406.4505046,193.5712934,27.60552179,71.79408594,67.2893804,262.4044359,-0.62236564,81.82172009,2.510091921,6,6,4,100,0
532,499.8588366,195.2915236,134.6783158,107.817801,23.69358794,90.10338848,30.01592843,58.60348456,18.5301484,9,6,4,100,0
533,498.3184185,247.3551209,119.2276123,159.3545721,70.0992894,91.63538201,10.85648446,40.36006199,0.676176597,13,8,1,100,0
534,277.7158528,125.3125701,58.89281977,168.4861604,34.74383632,116.1638988,35.83000379,98.0113037,0.842743215,15,6,4,100,0
535,384.4937076,21.92552731,2.731976687,80.24599992,45.58683716,289.9436019,-7.87824546,35.05957419,1.091715604,6,5,2,100,0
536,472.3828649,82.09991548,15.52958307,85.96914874,55.77451404,25.31714881,30.10904147,95.37961034,2.068163219,12,9,1,100,0
537,424.8236953,294.001639,78.3389551,29.63554607,68.62250032,245.6292308,-3.158279436,24.06017203,9.736632878,13,2,0,100,0
538,123.6740509,178.8775726,30.79487023,9.509521776,23.87136918,102.4673629,-1.171139922,45.02999184,15.76552884,11,5,1,72.81048405,1
539,225.2720677,212.9211254,75.36392123,128.242998,83.59455374,254.8404078,13.86758578,22.46460257,5.698956629,10,4,3,100,0
540,64.57970758,2.207348888,125.6365209,12.88752511,72.18427498,297.5266949,9.779497044,10.20164258,14.91553643,8,3,4,78.13783541,1
541,477.0255136,155.4617197,109.4474856,146.7660239,23.4097919,104.6002231,14.30861531,33.42326864,15.4812195,12,7,1,100,0
542,303.0873172,11.25859726,46.23517663,107.818029,97.49745626,38.80690986,37.0013261,17.84893608,18.1655466,8,5,2,100,0
543,114.3214028,170.7690636,68.76449825,39.71659565,66.4796991,43.31264939,22.86944678,98.77109708,2.987038403,8,4,2,75.46031204,1
544,335.8503422,276.2312549,122.8062397,107.9045887,45.24268865,227.6222673,4.515469092,78.54879862,2.710690181,11,2,2,100,0
545,309.0641202,290.5257392,172.1710056,36.59954332,15.75273256,43.4764657,-1.354564384,10.33343167,2.441901111,10,6,3,100,0
546,179.081359,162.1658026,150.6426877,87.7474415,53.32210023,78.12647056,11.00231376,30.12819263,7.186212181,5,7,3,100,0
547,56.7787961,137.4614416,110.6800054,159.9120632,16.47758868,61.3195031,12.58205136,70.31118172,9.788253284,11,4,2,74.7443049,1
548,335.7865978,283.5051283,72.45859966,92.38385868,42.94916787,106.7035692,20.06472049,45.86969018,9.2321871,12,3,4,100,0
549,260.1538505,202.0829496,73.01025551,29.73986366,40.87125227,22.30997254,3.300135177,84.86583067,5.140974628,8,7,0,100,0
550,386.1591959,19.46978386,175.8834621,144.7657364,71.99396443,257.0227447,28.37546235,55.43747005,12.43959251,7,9,1,100,0
551,260.0817506,139.7176733,7.848715208,37.35368325,19.23831812,258.0438935,-5.076987726,68.82862778,6.765472614,12,6,4,100,0
552,426.0907502,72.07350554,197.5965289,147.7099749,82.18713549,123.8798695,18.02266818,63.73336578,7.321659762,12,3,2,100,0
553,275.9534194,140.9412964,132.8750822,95.87045784,32.6132327,183.6262707,21.17658266,67.43520106,2.110601256,15,8,1,100,0
554,280.4689858,136.6396716,136.2275398,90.74835182,44.3988627,192.5854713,0.341579053,30.70889684,11.8446267,13,10,0,100,0
555,438.3268013,174.6434408,7.599567461,170.2870076,77.23409756,224.7774346,31.30056752,43.59604953,13.1056075,12,5,0,100,0
556,201.7414331,107.0311471,121.105855,141.7207049,62.53923997,156.2070263,20.77160626,14.55663276,15.15900441,8,5,2,100,0
557,67.00761423,49.28113484,96.95561202,6.582159391,30.80253518,153.1008136,22.28611073,62.88728632,18.08018426,11,7,1,59.91162947,2
558,14.39133816,151.1158304,21.15578138,59.23486292,38.62029245,189.3911332,14.88717529,51.33326159,15.32008911,11,1,2,48.94339178,2
559,377.5686278,249.0608653,55.58440215,174.1841322,30.5786814,210.9145187,35.47971086,78.46445341,4.714873323,8,5,4,100,0
560,310.1547757,199.2036684,178.0628912,3.665233709,59.47701673,104.0071131,24.69637907,28.57442182,4.713103189,10,5,1,100,0
561,352.039884,101.5103598,109.9976832,109.0506893,33.26245332,99.11114198,9.091778245,49.31309045,18.30174391,10,5,3,100,0
562,106.4820808,280.6569068,82.68331503,145.5651338,72.56976948,80.91552123,1.930294389,26.26708898,15.80267139,11,4,1,100,0
563,68.18573779,273.6622714,14.53643117,124.3712171,57.97871586,164.6539666,-6.446916259,65.25813027,15.64492861,8,6,3,82.07078825,0
564,7.272332834,62.80451982,142.8243055,152.1064404,14.57066117,108.0467069,-1.731958141,86.32272309,14.3942732,9,7,2,63.13774496,1
565,175.2937794,11.82527554,140.5701647,145.1383698,31.02686187,162.0939803,39.6341476,78.88989236,5.344039825,10,8,1,100,0
566,294.9588434,222.3926125,122.8087214,138.406139,22.14474419,121.7954297,10.3383448,94.97781754,16.94820685,5,6,4,100,0
567,196.1220225,248.2830784,102.0525292,164.3079722,39.03132126,251.0202548,34.93436136,97.45532037,2.857693562,10,4,2,100,0
568,218.737461,290.3593698,86.75688044,129.1381337,51.59840862,21.93907192,-1.471532156,79.48304808,7.000352186,6,2,3,100,0
569,452.0793472,266.9509182,118.6542186,80.48369885,50.67628573,171.6631781,11.26804357,35.81254768,6.929490799,18,5,0,100,0
570,174.1277335,180.1604305,46.67909035,94.38182198,75.45236766,172.6871252,38.02592335,29.73352395,11.20264283,12,5,3,100,0
571,256.9947446,159.0157018,188.2518128,143.3449565,18.91718636,115.1151932,-5.443387429,50.27941311,9.26887112,9,6,0,100,0
572,391.8265064,8.352315379,117.7589058,175.2612059,94.64728293,126.3062684,19.69921419,99.44953251,9.196162662,5,4,1,100,0
573,198.2713912,73.99693405,62.23848887,54.44376017,34.28451069,240.0394083,35.95859503,47.14012187,11.07144863,10,7,3,100,0
574,311.0433501,137.8844255,89.93597018,68.41535919,30.02488469,84.20211308,37.48416865,27.91615695,8.308369098,10,5,3,100,0
575,431.1818544,188.55117,161.1369578,186.1478793,68.51785782,261.4211374,32.30037386,94.990859,4.999664626,7,4,4,100,0
576,474.7603118,167.17555,32.32321215,115.7023585,80.55166287,268.9029912,32.79672162,44.73261798,13.28241436,7,3,3,100,0
577,73.53674046,222.7907969,58.56712449,35.79236343,37.84717648,195.1857913,22.60914771,72.18089985,15.81266758,9,3,1,79.12261026,1
578,463.2938126,83.93007927,135.9016045,132.7390278,74.68469749,231.8573141,1.021155405,80.93376808,9.579917577,11,5,0,100,0
579,246.0581465,169.4857823,63.0978413,198.1524311,88.37359561,183.8842585,26.53392722,85.88403119,12.98966373,12,4,1,100,0
580,129.1221941,26.44267302,158.5003364,164.6907129,76.68036652,157.5777341,38.91922322,83.91523484,10.70726564,11,3,2,100,0
581,229.5678781,124.0996571,26.09069744,149.1482273,3.419648557,290.0033263,16.29667573,85.26221767,1.179928771,7,4,2,100,0
582,490.0162876,225.0482499,152.5372341,41.60933085,82.73689114,84.79648927,3.034867954,70.08880848,8.461693231,6,7,0,100,0
583,246.309047,208.020256,13.67034297,175.2279569,77.44809585,46.24528399,18.67355339,46.34479623,0.19704999,8,7,2,100,0
584,164.3758051,297.1928212,2.518522533,105.1577687,66.92902382,86.24560894,24.53051781,70.05581687,13.23758556,11,1,6,100,0
585,316.7004272,83.3673378,179.6447038,177.8580044,76.00224191,184.3876825,0.414015471,85.30609007,10.1632294,10,4,2,100,0
586,120.0728094,149.4567898,116.2678434,65.96556588,97.94253958,55.55503143,25.95946738,41.55782182,2.536630704,10,9,1,89.84547228,0
587,37.93166405,98.85912413,70.36537942,12.41021053,43.11128878,272.644213,19.37164294,36.68571913,10.84383064,9,14,3,64.48872062,1
588,64.43986096,132.1809342,46.51892739,95.19519373,6.722323495,123.3073202,20.61749546,40.93364954,17.96852006,10,3,4,62.11090398,1
589,64.02291948,257.085039,123.3771567,53.96752096,46.08899696,254.9888635,5.299396487,59.61550564,6.809815296,10,7,1,100,0
590,75.95134676,205.2627226,101.8004367,143.045858,4.643365539,74.77096336,-2.236659494,14.71994873,19.64737532,10,4,2,84.81507824,0
591,69.41358632,264.7323574,198.3195551,191.4213106,29.42504081,93.95050652,21.17249477,80.10737371,19.18759813,12,4,2,100,0
592,320.4373724,61.0533325,196.6431973,138.1948302,58.68797918,17.76701915,19.31164946,22.49667626,15.70619685,8,4,3,100,0
593,90.9400422,262.0083354,127.0049132,177.3867859,30.96228929,77.33030766,6.900609386,21.95547911,16.27599956,11,6,2,100,0
594,172.8336417,17.92868225,88.57410122,90.60480272,68.53952459,147.0941457,4.794683377,27.78932254,8.210907204,6,11,2,97.90437251,0
595,448.394205,266.5797841,98.22819383,154.3281474,82.19863277,283.8410753,7.362223083,61.92346915,8.050821906,14,7,4,100,0
596,236.9808201,98.72213384,136.4958132,168.6086873,42.04391793,116.6708922,14.49416692,35.70115382,19.08794717,9,8,2,100,0
597,333.7788693,94.37629002,20.31490885,142.1751255,90.01379513,191.9231638,38.74098676,43.12812961,7.323924991,15,2,1,100,0
598,86.1599356,153.626573,65.67041476,101.5554572,7.983893135,128.3130352,28.1782311,93.84841999,1.937457781,13,5,1,76.22498039,1
599,96.1445094,282.2070563,15.0544482,125.1732219,84.01131642,14.03755523,32.58698696,86.2481962,3.054021764,8,5,2,76.41454119,1
600,20.43430813,14.3344094,14.6721519,140.1013991,82.85731454,151.0597878,15.28247845,86.69714798,14.2079793,12,2,4,42.28262529,2
601,84.46753154,105.6692925,39.16784838,50.61688064,32.19938963,19.77409401,16.30618059,61.987765,7.659618702,10,3,4,51.19153537,2
602,139.2951695,256.9715966,97.05065092,161.9158522,29.87151871,265.1099774,0.216233072,87.98195326,3.986856794,6,6,1,100,0
603,88.50524214,118.8163432,156.9548642,190.0649078,30.50949812,225.9110886,26.05229182,80.07092428,16.27572257,15,7,0,100,0
604,44.35126688,59.74706928,97.09917823,93.04786304,81.13937123,113.5954414,11.07920029,95.79131226,9.773469813,13,4,2,62.37858814,1
605,60.31793555,127.4382544,67.09532211,140.2134366,83.16534876,192.0655999,27.12234294,15.79315645,11.3528241,12,5,0,79.72068326,1
606,230.389384,115.6657504,16.47059807,147.4051812,32.97224588,33.60844659,10.45276907,12.58544203,3.078987093,16,5,2,100,0
607,103.1668592,274.6248604,110.0591046,132.4495095,59.25903474,210.7664961,-4.574140639,25.75269467,3.855084028,14,2,1,100,0
608,182.1349305,228.5803127,54.2537173,109.4230217,13.89332294,246.8197227,-1.347315611,93.61763385,2.517120739,9,3,0,100,0
609,251.7086354,151.5346667,122.9868356,176.3295909,46.87787383,246.5236946,30.5785039,64.50085954,10.29085598,10,6,1,100,0
610,345.1974143,296.51117,195.4375478,89.78534185,99.87928509,85.28326431,2.930824478,48.35012659,15.51314023,19,8,1,100,0
611,19.65606992,139.5832594,22.2628643,12.2205913,15.88391477,79.12385858,3.217721128,56.14399553,14.64570488,9,8,2,33.3431892,3
612,399.7051995,17.47134925,42.42507974,168.9112751,94.756264,156.4193064,36.4684045,84.66441294,5.22461641,5,4,2,100,0
613,313.9501947,78.68229654,94.61890762,134.7962545,82.4254722,290.3316486,22.88178114,93.61989962,17.03100376,2,3,6,100,0
614,40.87951597,130.8211441,193.7227631,169.8517253,97.22146509,276.1568933,-4.284622306,75.67289509,2.113216963,11,6,2,100,0
615,436.7893121,47.07078724,154.3619553,27.70948849,17.95787606,107.8915445,-2.820736493,78.38630496,2.280999402,14,6,3,100,0
616,460.4362003,284.2695379,179.6458386,6.150588102,21.35184904,233.9488519,3.618371636,38.83402397,16.98608565,8,4,0,100,0
617,30.53897993,230.0546693,66.7429697,186.8749081,1.686718173,276.3953292,19.69978439,52.03316757,4.888391224,5,3,0,90.69770571,0
618,138.4388241,80.48616013,198.4076948,29.54566117,72.47018129,78.27793972,27.6412735,89.66891741,14.16231689,5,4,3,100,0
619,403.1006399,177.2413601,20.56656321,161.9304664,64.40946934,249.0886949,3.724822173,80.73406991,0.181591838,8,2,4,100,0
620,374.1298452,216.4347471,10.59458121,164.6419884,17.80654383,80.36868807,33.53210187,71.58438266,1.872021772,5,7,3,100,0
621,92.26050968,282.3836787,171.1205254,141.7410401,79.11449655,102.9846378,-4.540991056,15.87221523,12.18577417,7,5,3,100,0
622,104.6746617,264.4906048,185.452974,26.25244222,29.91955061,59.64620726,0.379958402,13.55564975,3.648319098,9,7,3,100,0
623,185.2360514,154.5576678,18.11707151,133.4797249,13.49955693,152.1239397,38.52324606,21.73698488,0.564273726,12,5,0,100,0
624,242.2614926,232.3957859,22.68548535,177.8173167,42.2562665,252.9932683,-3.262756817,62.32519893,9.338935134,11,6,2,100,0
625,309.1273858,168.6434261,6.634831551,85.10632896,9.096984843,158.4156412,34.40556539,58.27481626,6.610409986,9,5,2,100,0
626,184.4568198,165.811167,20.90151253,82.70337088,26.32436563,37.03200291,25.19675377,94.84217439,16.04513856,7,5,1,87.32612619,0
627,231.2673581,34.4225875,41.88396336,88.57166192,37.13333584,75.53277967,-6.345645468,72.5283676,16.37657982,9,8,4,98.96482307,0
628,373.7354691,37.8412974,194.0153238,16.45437814,85.18641745,168.8585602,14.18534144,36.45753556,12.28846242,10,7,2,100,0
629,18.34160145,158.8600845,133.5720444,178.4051138,79.25487413,174.9562367,15.94896766,24.53466644,5.860674927,8,3,1,86.3112944,0
630,126.2184722,80.65846349,155.7106051,173.8365728,44.27542858,173.0717711,36.60698157,86.45799154,9.232533025,7,5,1,100,0
631,356.6747929,6.311070738,155.2278807,199.5818644,72.45750578,23.10104775,11.05522965,51.36616933,14.04512054,16,6,2,100,0
632,447.6034188,216.8517612,107.01475,117.0366283,56.86496362,226.1087678,12.33818077,68.81225477,1.386171063,18,5,0,100,0
633,255.8387211,9.745979007,159.4977955,150.2383273,34.08418551,272.8284597,-4.375812261,60.86292459,6.649941767,4,6,2,100,0
634,266.0567426,178.5830523,119.1615065,40.53438126,72.58743435,153.1556843,21.95862817,19.67107115,16.44739402,10,4,4,100,0
635,53.58600567,161.7581382,62.90921952,133.5057636,68.34991545,215.648786,0.544848794,15.13525453,8.120570845,2,4,6,82.73313919,0
636,223.7061834,290.6444072,112.2220218,129.9465698,61.90944422,274.2046476,-6.123337089,43.93163707,12.49336023,10,7,2,100,0
637,266.3086332,145.2639418,106.7017172,180.2417472,61.7955521,192.7868265,39.84595,42.53952678,1.926687383,16,7,5,100,0
638,121.2352518,19.08043091,164.6906108,166.1585446,68.29819923,202.2977173,3.481481398,70.64183017,15.5409195,11,5,1,100,0
639,134.6216155,165.5063903,196.3454435,187.6932925,38.45455126,216.421324,-2.947341744,66.89803682,2.009309799,8,8,3,100,0
640,188.6420816,252.3288512,82.20851308,173.7666945,86.90758151,78.15073544,24.97451873,97.20468356,17.23050509,11,7,0,100,0
641,10.03559889,299.0547853,152.6781357,173.738779,16.23078455,174.8033624,31.0841078,87.22895525,2.132020898,9,6,0,97.45673227,0
642,161.0395828,129.1029521,19.95260081,12.74466534,88.38854632,252.6525344,-6.796125344,54.69242732,17.81785526,8,6,3,95.620751,0
643,105.7240035,96.08962275,155.3662739,169.1923905,34.2281843,88.84881908,-4.730334627,55.00228173,7.275397485,15,6,2,99.78769514,0
644,163.7486761,271.9959891,74.2833824,121.4956789,12.50316156,269.1511499,-5.491308821,70.67163062,12.49061464,18,6,1,100,0
645,59.88106591,57.37263872,7.878032578,76.08889035,60.00274027,186.1145849,-7.652034834,20.26815245,16.93101103,12,5,5,54.03372589,2
646,445.2636404,184.6286745,72.64923571,11.30292488,37.59866691,126.9524554,22.97282393,99.99015082,0.20482842,8,4,3,100,0
647,296.7962268,121.7143273,122.1285502,135.534755,81.54997271,186.9548884,19.41565949,56.69272911,5.313863228,9,5,1,100,0
648,339.5511596,12.32470949,23.85003354,65.64035011,43.07854685,120.5579717,23.14033283,91.89143865,18.16676643,13,6,5,100,0
649,394.5856193,104.1865423,184.8068985,93.555253,66.85625256,251.4106806,15.28335816,97.06207012,7.763521212,10,10,1,100,0
650,249.2210995,79.56855675,15.53448265,136.3456874,30.82579895,144.695574,30.87538427,62.34784659,14.12751852,10,3,0,100,0
651,43.46014404,205.8273462,186.001344,182.3549094,20.9452375,270.3640079,17.33341512,19.30137828,2.800241123,10,4,1,100,0
652,268.5532709,284.6371493,141.4275036,165.0873831,38.80490309,152.9424243,35.93734674,61.60112276,13.56743203,8,3,3,100,0
653,293.420559,80.41415621,65.94243508,90.11942582,60.68078346,198.1105169,14.28242663,63.78781934,1.463219911,12,7,2,100,0
654,372.7197371,243.4397817,78.15006954,77.55663149,65.69467392,299.3233263,29.53293306,81.02738231,14.3465028,11,3,2,100,0
655,215.8297731,16.60794508,148.1618729,47.95594777,57.82066653,44.0897523,10.36801768,14.34063403,6.476099088,7,4,5,100,0
656,63.7901514,161.436303,120.2942202,74.48535024,98.80557186,221.0187446,11.76119474,51.96838305,9.316953119,10,5,3,92.77630044,0
657,141.8879529,21.16501911,134.3285843,22.20927746,69.10901865,41.66166837,32.44960226,93.04932325,3.325203619,18,4,1,79.60240986,1
658,181.5411482,280.2098973,77.8329233,194.2211017,93.15196276,251.6599097,-4.617008232,99.21691708,12.55698035,10,3,2,100,0
659,322.9586207,229.9053842,97.56269636,114.7834888,11.79331949,178.9360143,18.24588775,27.22444109,6.751352576,12,3,1,100,0
660,285.3891523,197.3849734,197.9734968,25.56116856,6.137292981,281.4478682,26.31682339,88.35390935,7.667500121,8,6,0,100,0
661,178.0483629,247.1689145,42.7845741,70.56120185,31.0994702,259.7869806,27.52103077,23.16255055,13.0438585,11,6,2,100,0
662,493.2576244,194.2559387,83.5712373,109.4078287,13.65889384,22.46161124,19.57467636,85.70569911,3.577233224,6,5,2,100,0
663,302.8874097,290.6833192,58.36463751,106.5771273,52.58685282,41.1907625,12.40322421,34.95499547,17.04017787,21,3,1,100,0
664,118.6133959,214.1873844,153.0223021,7.100673744,51.89812535,180.3512786,3.039122193,96.36627394,14.78572811,11,4,0,100,0
665,50.89123631,277.3975829,152.8025251,190.1682068,57.50471664,155.494392,35.47131177,72.59470758,11.55460006,9,4,1,100,0
666,76.42956959,155.1395676,58.4890922,55.07513629,74.52278808,50.56953918,8.489397376,45.91995413,2.566661342,8,6,2,63.87845009,1
667,122.9788642,35.11932389,16.27806333,3.236933786,97.13297002,38.80776848,29.94960443,35.28759969,13.74219389,16,4,1,50.53773312,2
668,80.34068663,158.4533164,2.286535334,15.28880179,87.82586914,169.197235,-8.416719352,31.17137747,0.361987442,10,4,3,63.64747843,1
669,93.28351203,38.06184842,85.49010665,116.0389806,11.83672396,14.67646439,1.608460734,71.27130943,16.08791603,11,5,1,61.66782164,1
670,142.5475843,177.7480438,82.06751887,27.55710414,33.85136888,262.1205909,7.279239644,90.62119023,6.075953936,9,4,1,100,0
671,86.68679765,144.7479182,197.6779757,8.344958571,25.5823025,242.1248759,23.57870317,77.94477727,2.344231011,15,4,1,100,0
672,448.3827123,186.7726193,93.96041514,75.92529328,17.68173578,235.6109915,5.966540358,85.13123842,3.289779081,12,6,2,100,0
673,40.11687283,3.014094316,51.28367392,124.5522385,54.47248767,4.799144112,-7.931809959,80.32453909,19.26268797,13,7,4,37.6854248,3
674,262.2556948,58.4521475,178.2458882,22.36796097,55.3264402,14.29228302,-1.306624197,98.12328998,15.47660836,13,5,0,100,0
675,205.1984135,147.3991296,98.21358993,62.66556643,22.72448279,164.9517363,2.958267618,78.20244341,4.757439467,12,4,0,100,0
676,491.1893085,285.1510685,119.835127,83.55213432,71.18972503,298.3277067,-1.197626003,28.92056666,19.26932487,9,11,0,100,0
677,56.01945108,115.0827121,19.13374209,31.89201956,73.29142992,102.6948603,0.186228007,81.24386189,2.802353413,18,6,0,49.11468536,2
678,198.9277995,127.3116078,76.58328147,101.2147797,2.097999483,103.3124449,28.44784703,38.98624249,14.67054424,12,2,1,100,0
679,484.7352166,214.4088267,188.8447349,17.04281738,39.57577037,40.28339006,10.6016822,99.62198764,13.13479254,14,8,2,100,0
680,432.7535629,181.1378272,117.9010768,9.303699269,89.01406412,202.3007411,10.25896223,43.90053581,16.42953545,9,4,2,100,0
681,408.5360355,89.67784503,68.90037103,103.9670734,52.03186082,194.0030067,38.33031683,36.35143803,7.633974413,10,5,1,100,0
682,128.9514135,123.2449187,125.1334361,49.57939455,34.76278014,30.39672491,12.3350919,31.5294387,8.036709166,11,5,3,84.75376405,0
683,85.4437937,65.30993966,182.0822179,19.07476158,25.36761516,140.2236861,36.38290663,69.26631869,12.49134037,14,7,1,83.33508884,0
684,334.32161,289.8064377,54.79812009,84.7825175,24.33545199,200.1224726,4.953154911,19.82989795,7.964115139,4,4,3,100,0
685,464.6879946,39.19031447,101.0233437,183.0281479,9.976803385,148.0548409,10.031313,95.82038936,0.827017854,11,2,1,100,0
686,278.3814465,111.5510354,191.7381308,144.8384893,81.72264191,202.3090746,9.814167803,36.48814108,14.59416064,12,5,3,100,0
687,285.8063447,7.751691666,34.47922866,163.1231831,8.665740539,244.8811192,17.30394162,36.58605499,12.81892126,7,6,2,100,0
688,139.9895468,66.53384758,143.9327851,174.3827978,29.22947659,205.7446299,19.21236454,14.14594861,8.474256255,13,3,3,100,0
689,384.7464666,234.1413415,122.8962016,194.5255483,4.567573857,184.8342707,2.406251452,32.14157661,6.056591218,4,5,1,100,0
690,93.52187428,60.35256969,135.9350262,152.6493147,78.13865697,256.0770771,29.67921252,47.70814201,6.414516767,12,5,1,100,0
691,161.8396182,24.01902076,70.24392613,121.6815844,3.928368223,270.1765704,14.82629773,43.26457512,14.82057247,5,5,3,100,0
692,212.7182193,142.335954,62.7758747,73.08517606,30.83011039,116.6659312,-9.647822324,34.57179293,14.58321758,9,6,1,100,0
693,253.8051893,2.99077042,136.8419341,36.32864731,57.32973701,51.97496632,19.56703167,13.66694541,16.37836841,13,4,2,100,0
694,121.2048662,25.42984633,43.10865702,137.3319748,40.95613603,245.3581212,29.90297208,37.05232362,15.24360856,9,4,4,85.58566327,0
695,57.41841237,242.2877609,83.93094897,198.9899972,28.22710672,64.12593219,2.523336891,80.04978444,15.15888404,10,7,0,85.07932682,0
696,305.3100212,231.4420035,37.63492921,93.47173692,27.51890724,278.6852009,-8.106449532,49.49130568,5.035464681,11,7,1,100,0
697,144.3152766,274.5416461,1.660968225,144.7358736,79.7790306,6.863383567,30.35893278,36.16978128,2.032251092,11,6,3,88.6102593,0
698,290.6191107,256.3546308,194.011472,99.01849,97.39780951,276.3813548,38.8138358,37.43129207,15.23504532,11,5,1,100,0
699,77.18135764,204.952669,86.34059573,86.38668467,34.80410704,176.7548978,-6.171819267,59.89938188,1.972360393,6,3,2,89.18212988,0
700,240.5700509,15.69985719,193.8699229,82.06112271,3.914551361,232.422635,36.90184037,37.206341,19.64222811,3,6,2,100,0
701,266.2947163,234.8545854,28.06470395,100.9249366,3.656577791,119.5477761,7.963720599,66.77175879,17.50178535,7,5,3,100,0
702,25.91176841,253.6532433,117.4733559,73.37913237,75.92134152,297.5148876,37.07198043,99.05090624,10.66923204,9,6,2,95.13193447,0
703,168.3021391,239.7246437,40.19480656,149.7546644,55.23698216,68.26542827,22.4419662,13.7058758,7.043671302,5,4,3,100,0
704,67.20733847,152.5437106,158.0148254,174.8544053,78.35926574,79.30309879,34.51221562,25.18630801,10.53686072,13,12,1,94.10079756,0
705,31.68748524,69.87055159,156.7405978,176.5770613,69.74970103,15.42973321,29.29165125,26.11967908,14.68603666,11,5,1,68.33070039,1
706,494.9801162,253.5989927,22.52142981,45.53974269,90.75063493,282.1420089,-8.600112859,50.23632861,15.12659957,10,4,1,100,0
707,161.1769225,218.1488429,182.4128906,179.1818277,88.5824291,136.8087911,-6.727874884,13.72768408,1.473319973,8,8,3,100,0
